event_id,production_order_id,batch_id,product_id,line_id,machine_id,event_started_at,event_ended_at,shift,shift_business_date,quantity_produced,quantity_rejected,status
PEV-2025-07-000324,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T17:30:00-03:00,2025-07-09T18:00:00-03:00,SHIFT-B,2025-07-09,101,1,completed
PEV-2025-07-000325,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T18:00:00-03:00,2025-07-09T18:30:00-03:00,SHIFT-B,2025-07-09,90,2,completed
PEV-2025-07-000326,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-999,2025-07-09T18:30:00-03:00,2025-07-09T19:00:00-03:00,SHIFT-B,2025-07-09,115,3,completed
PEV-2025-07-000327,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T19:00:00-03:00,2025-07-09T19:30:00-03:00,SHIFT-B,2025-07-09,133,3,completed
PEV-2025-07-000328,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T19:30:00-03:00,2025-07-09T20:00:00-03:00,SHIFT-B,2025-07-09,89,1,completed
PEV-2025-07-000329,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T20:00:00-03:00,2025-07-09T20:30:00-03:00,SHIFT-B,2025-07-09,-1,3,completed
PEV-2025-07-000330,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T20:30:00-03:00,2025-07-09T21:00:00-03:00,SHIFT-B,2025-07-09,119,1,completed
PEV-2025-07-000331,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T21:00:00-03:00,2025-07-09T21:30:00-03:00,SHIFT-B,2025-07-09,80,3,completed
bad-event,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T21:30:00-03:00,2025-07-09T22:00:00-03:00,SHIFT-B,2025-07-09,85,1,completed
PEV-2025-07-000333,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T22:00:00-03:00,2025-07-09T22:30:00-03:00,SHIFT-C,2025-07-09,76,2,completed
PEV-2025-07-000334,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T22:30:00-03:00,2025-07-09T23:00:00-03:00,SHIFT-C,2025-07-09,91,3,completed
PEV-2025-07-000335,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T23:00:00-03:00,2025-07-09T23:30:00-03:00,SHIFT-C,2025-07-09,128,1,completed
PEV-2025-07-000336,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T23:30:00-03:00,2025-07-10T00:00:00-03:00,SHIFT-C,2025-07-09,112,2,completed
PEV-2025-07-000337,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-10T00:00:00-03:00,2025-07-10T00:30:00-03:00,SHIFT-C,2025-07-09,99,2,completed
PEV-2025-07-000338,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-10T00:30:00-03:00,2025-07-10T01:00:00-03:00,SHIFT-C,2025-07-09,77,2,completed
PEV-2025-07-000339,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-10T01:00:00-03:00,2025-07-10T01:30:00-03:00,SHIFT-C,2025-07-09,128,2,completed
PEV-2025-07-000340,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-10T01:30:00-03:00,2025-07-10T02:00:00-03:00,SHIFT-C,2025-07-09,120,2,completed
PEV-2025-07-000341,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-10T02:00:00-03:00,2025-07-10T02:30:00-03:00,SHIFT-C,2025-07-09,90,2,completed
PEV-2025-07-000342,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-10T02:30:00-03:00,2025-07-10T03:00:00-03:00,SHIFT-C,2025-07-09,93,1,completed
PEV-2025-07-000343,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-10T03:00:00-03:00,2025-07-10T03:30:00-03:00,SHIFT-C,2025-07-09,95,1,completed
PEV-2025-07-000344,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-10T03:30:00-03:00,2025-07-10T04:00:00-03:00,SHIFT-C,2025-07-09,138,3,completed
PEV-2025-07-000345,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-10T04:00:00-03:00,2025-07-10T04:30:00-03:00,SHIFT-C,2025-07-09,79,1,unknown
PEV-2025-07-000346,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-10T04:30:00-03:00,2025-07-10T05:00:00-03:00,SHIFT-C,2025-07-09,67,1,completed
PEV-2025-07-000347,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-10T05:00:00-03:00,2025-07-10T05:30:00-03:00,SHIFT-C,2025-07-09,93,1,completed
PEV-2025-07-000348,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-10T05:30:00-03:00,2025-07-10T06:00:00-03:00,SHIFT-C,2025-07-09,90,3,completed
PEV-2025-07-000349,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-10T06:00:00-03:00,2025-07-10T06:30:00-03:00,SHIFT-A,2025-07-10,127,3,completed
PEV-2025-07-000350,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-10T06:30:00-03:00,2025-07-10T07:00:00-03:00,SHIFT-A,2025-07-10,77,2,completed
PEV-2025-07-000312,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T11:30:00-03:00,2025-07-09T12:00:00-03:00,SHIFT-A,2025-07-09,117,1,completed
