event_id,production_order_id,batch_id,product_id,line_id,machine_id,event_started_at,event_ended_at,shift,shift_business_date,quantity_produced,quantity_rejected,status
PEV-2025-01-000023,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-10T17:00:00-03:00,2025-01-10T17:30:00-03:00,SHIFT-B,2025-01-10,75,1,completed
PEV-2025-01-000024,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-10T17:30:00-03:00,2025-01-10T18:00:00-03:00,SHIFT-B,2025-01-10,93,3,completed
PEV-2025-01-000025,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-10T18:00:00-03:00,2025-01-10T18:30:00-03:00,SHIFT-B,2025-01-10,107,1,completed
PEV-2025-01-000026,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-10T18:30:00-03:00,2025-01-10T19:00:00-03:00,SHIFT-B,2025-01-10,135,2,completed
PEV-2025-01-000027,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-10T19:00:00-03:00,2025-01-10T19:30:00-03:00,SHIFT-B,2025-01-10,67,3,completed
PEV-2025-01-000028,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-10T19:30:00-03:00,2025-01-10T20:00:00-03:00,SHIFT-B,2025-01-10,110,3,completed
bad-event,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-10T20:00:00-03:00,2025-01-10T20:30:00-03:00,SHIFT-B,2025-01-10,120,1,completed
PEV-2025-01-000030,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-10T20:30:00-03:00,2025-01-10T21:00:00-03:00,SHIFT-B,2025-01-10,67,1,completed
PEV-2025-01-000031,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-10T21:00:00-03:00,2025-01-10T21:30:00-03:00,SHIFT-B,2025-01-10,98,3,completed
PEV-2025-01-000032,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-10T21:30:00-03:00,2025-01-10T22:00:00-03:00,SHIFT-B,2025-01-10,114,2,completed
PEV-2025-01-000033,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-10T22:00:00-03:00,2025-01-10T22:30:00-03:00,SHIFT-C,2025-01-10,124,3,completed
PEV-2025-01-000034,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-10T22:30:00-03:00,2025-01-10T23:00:00-03:00,SHIFT-C,2025-01-10,124,1,completed
PEV-2025-01-000035,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-10T23:00:00-03:00,2025-01-10T23:30:00-03:00,SHIFT-C,2025-01-10,103,3,completed
PEV-2025-01-000036,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-10T23:30:00-03:00,2025-01-11T00:00:00-03:00,SHIFT-C,2025-01-10,-1,2,completed
PEV-2025-01-000037,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-11T00:00:00-03:00,2025-01-11T00:30:00-03:00,SHIFT-C,2025-01-10,103,2,completed
PEV-2025-01-000038,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-11T00:30:00-03:00,2025-01-11T01:00:00-03:00,SHIFT-C,2025-01-10,117,2,completed
PEV-2025-01-000039,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-11T01:00:00-03:00,2025-01-11T01:30:00-03:00,SHIFT-C,2025-01-10,97,1,completed
PEV-2025-01-000040,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-11T01:30:00-03:00,2025-01-11T02:00:00-03:00,SHIFT-C,2025-01-10,80,1,completed
PEV-2025-01-000041,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-11T02:00:00-03:00,2025-01-11T02:30:00-03:00,SHIFT-C,2025-01-10,87,1,completed
PEV-2025-01-000042,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-11T02:30:00-03:00,2025-01-11T03:00:00-03:00,SHIFT-C,2025-01-10,130,3,completed
PEV-2025-01-000043,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-11T03:00:00-03:00,2025-01-11T03:30:00-03:00,SHIFT-C,2025-01-10,127,3,completed
PEV-2025-01-000044,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-11T03:30:00-03:00,2025-01-11T04:00:00-03:00,SHIFT-C,2025-01-10,109,1,unknown
PEV-2025-01-000045,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-11T04:00:00-03:00,2025-01-11T04:30:00-03:00,SHIFT-C,2025-01-10,133,2,completed
PEV-2025-01-000046,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-11T04:30:00-03:00,2025-01-11T05:00:00-03:00,SHIFT-C,2025-01-10,101,2,completed
PEV-2025-01-000047,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-11T05:00:00-03:00,2025-01-11T05:30:00-03:00,SHIFT-C,2025-01-10,134,3,completed
PEV-2025-01-000048,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-11T05:30:00-03:00,2025-01-11T06:00:00-03:00,SHIFT-C,2025-01-10,132,3,completed
PEV-2025-01-000049,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-11T06:00:00-03:00,2025-01-11T06:30:00-03:00,SHIFT-A,2025-01-11,129,2,completed
PEV-2025-01-000050,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-11T06:30:00-03:00,2025-01-11T07:00:00-03:00,SHIFT-A,2025-01-11,75,3,completed
PEV-2025-01-000020,PO-2025-000001,LOT-2025-000001,PRD-002,LINE-01,MCH-002,2025-01-10T15:30:00-03:00,2025-01-10T16:00:00-03:00,SHIFT-B,2025-01-10,113,3,completed
