event_id,production_order_id,batch_id,product_id,line_id,machine_id,event_started_at,event_ended_at,shift,shift_business_date,quantity_produced,quantity_rejected,status
PEV-2025-05-000242,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-14T02:30:00-03:00,2025-05-14T03:00:00-03:00,SHIFT-C,2025-05-13,73,2,completed
PEV-2025-05-000243,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-14T03:00:00-03:00,2025-05-14T03:30:00-03:00,SHIFT-C,2025-05-13,85,3,completed
PEV-2025-05-000244,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-14T03:30:00-03:00,2025-05-14T04:00:00-03:00,SHIFT-C,2025-05-13,123,2,completed
PEV-2025-05-000245,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-14T04:00:00-03:00,2025-05-14T04:30:00-03:00,SHIFT-C,2025-05-13,122,2,completed
PEV-2025-05-000246,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-14T04:30:00-03:00,2025-05-14T05:00:00-03:00,SHIFT-C,2025-05-13,120,1,completed
PEV-2025-05-000247,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-14T05:00:00-03:00,2025-05-14T05:30:00-03:00,SHIFT-C,2025-05-13,96,3,completed
PEV-2025-05-000248,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-14T05:30:00-03:00,2025-05-14T06:00:00-03:00,SHIFT-C,2025-05-13,66,1,completed
PEV-2025-05-000249,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-14T06:00:00-03:00,2025-05-14T06:30:00-03:00,SHIFT-A,2025-05-14,76,3,completed
PEV-2025-05-000250,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-14T06:30:00-03:00,2025-05-14T07:00:00-03:00,SHIFT-A,2025-05-14,111,2,completed
PEV-2025-05-000221,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T16:00:00-03:00,2025-05-13T16:30:00-03:00,SHIFT-B,2025-05-13,91,2,completed
