event_id,production_order_id,batch_id,product_id,line_id,machine_id,event_started_at,event_ended_at,shift,shift_business_date,quantity_produced,quantity_rejected,status
PEV-2025-09-000426,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-10T18:30:00-03:00,2025-09-10T19:00:00-03:00,SHIFT-B,2025-09-10,132,1,completed
PEV-2025-09-000427,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-10T19:00:00-03:00,2025-09-10T19:30:00-03:00,SHIFT-B,2025-09-10,102,1,completed
PEV-2025-09-000428,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-10T19:30:00-03:00,2025-09-10T20:00:00-03:00,SHIFT-B,2025-09-10,113,2,completed
PEV-2025-09-000429,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-10T20:00:00-03:00,2025-09-10T20:30:00-03:00,SHIFT-B,2025-09-10,123,3,completed
PEV-2025-09-000430,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-10T20:30:00-03:00,2025-09-10T21:00:00-03:00,SHIFT-B,2025-09-10,131,2,completed
PEV-2025-09-000431,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-10T21:00:00-03:00,2025-09-10T21:30:00-03:00,SHIFT-B,2025-09-10,98,1,completed
bad-event,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-10T21:30:00-03:00,2025-09-10T22:00:00-03:00,SHIFT-B,2025-09-10,97,1,completed
PEV-2025-09-000433,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-10T22:00:00-03:00,2025-09-10T22:30:00-03:00,SHIFT-C,2025-09-10,70,1,completed
PEV-2025-09-000434,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-10T22:30:00-03:00,2025-09-10T23:00:00-03:00,SHIFT-C,2025-09-10,93,1,completed
PEV-2025-09-000435,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-10T23:00:00-03:00,2025-09-10T23:30:00-03:00,SHIFT-C,2025-09-10,89,2,completed
PEV-2025-09-000436,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-10T23:30:00-03:00,2025-09-11T00:00:00-03:00,SHIFT-C,2025-09-10,109,2,completed
PEV-2025-09-000437,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-11T00:00:00-03:00,2025-09-11T00:30:00-03:00,SHIFT-C,2025-09-10,124,3,completed
PEV-2025-09-000438,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-11T00:30:00-03:00,2025-09-11T01:00:00-03:00,SHIFT-C,2025-09-10,72,1,completed
PEV-2025-09-000439,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-11T01:00:00-03:00,2025-09-11T01:30:00-03:00,SHIFT-C,2025-09-10,122,1,completed
PEV-2025-09-000440,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-11T01:30:00-03:00,2025-09-11T02:00:00-03:00,SHIFT-C,2025-09-10,89,1,completed
PEV-2025-09-000441,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-11T02:00:00-03:00,2025-09-11T02:30:00-03:00,SHIFT-C,2025-09-10,101,3,completed
PEV-2025-09-000442,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-11T02:30:00-03:00,2025-09-11T03:00:00-03:00,SHIFT-C,2025-09-10,73,1,completed
PEV-2025-09-000443,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-11T03:00:00-03:00,2025-09-11T03:30:00-03:00,SHIFT-C,2025-09-10,85,3,completed
PEV-2025-09-000444,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-11T03:30:00-03:00,2025-09-11T04:00:00-03:00,SHIFT-C,2025-09-10,124,1,unknown
PEV-2025-09-000445,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-11T04:00:00-03:00,2025-09-11T04:30:00-03:00,SHIFT-C,2025-09-10,78,3,completed
PEV-2025-09-000446,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-11T04:30:00-03:00,2025-09-11T05:00:00-03:00,SHIFT-C,2025-09-10,138,1,completed
PEV-2025-09-000447,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-11T05:00:00-03:00,2025-09-11T05:30:00-03:00,SHIFT-C,2025-09-10,96,3,completed
PEV-2025-09-000448,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-11T05:30:00-03:00,2025-09-11T06:00:00-03:00,SHIFT-C,2025-09-10,96,1,completed
PEV-2025-09-000449,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-11T06:00:00-03:00,2025-09-11T06:30:00-03:00,SHIFT-A,2025-09-11,66,1,completed
PEV-2025-09-000450,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-11T06:30:00-03:00,2025-09-11T07:00:00-03:00,SHIFT-A,2025-09-11,102,2,completed
PEV-2025-09-000415,PO-2025-000009,LOT-2025-000009,PRD-002,LINE-03,MCH-009,2025-09-10T13:00:00-03:00,2025-09-10T13:30:00-03:00,SHIFT-A,2025-09-10,138,3,completed
