event_id,production_order_id,batch_id,product_id,line_id,machine_id,event_started_at,event_ended_at,shift,shift_business_date,quantity_produced,quantity_rejected,status
PEV-2025-03-000116,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T13:30:00-03:00,2025-03-01T14:00:00-03:00,SHIFT-A,2025-03-01,121,1,completed
PEV-2025-03-000117,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T14:00:00-03:00,2025-03-01T14:30:00-03:00,SHIFT-B,2025-03-01,126,3,completed
PEV-2025-03-000118,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T14:30:00-03:00,2025-03-01T15:00:00-03:00,SHIFT-B,2025-03-01,107,3,completed
PEV-2025-03-000119,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T15:00:00-03:00,2025-03-01T15:30:00-03:00,SHIFT-B,2025-03-01,84,2,unknown
PEV-2025-03-000120,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T15:30:00-03:00,2025-03-01T16:00:00-03:00,SHIFT-B,2025-03-01,101,2,completed
PEV-2025-03-000121,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T16:00:00-03:00,2025-03-01T16:30:00-03:00,SHIFT-B,2025-03-01,88,2,completed
PEV-2025-03-000122,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T16:30:00-03:00,2025-03-01T17:00:00-03:00,SHIFT-B,2025-03-01,131,1,completed
PEV-2025-03-000123,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T17:00:00-03:00,2025-03-01T17:30:00-03:00,SHIFT-B,2025-03-01,80,2,completed
PEV-2025-03-000124,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T17:30:00-03:00,2025-03-01T18:00:00-03:00,SHIFT-B,2025-03-01,69,3,completed
PEV-2025-03-000125,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T18:00:00-03:00,2025-03-01T18:30:00-03:00,SHIFT-B,2025-03-01,67,2,completed
PEV-2025-03-000126,PO-2025-999999,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T18:30:00-03:00,2025-03-01T19:00:00-03:00,SHIFT-B,2025-03-01,112,1,completed
PEV-2025-03-000127,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T19:00:00-03:00,2025-03-01T19:30:00-03:00,SHIFT-B,2025-03-01,67,2,completed
PEV-2025-03-000128,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T19:30:00-03:00,2025-03-01T20:00:00-03:00,SHIFT-B,2025-03-01,92,3,completed
PEV-2025-03-000129,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T20:00:00-03:00,2025-03-01T20:30:00-03:00,SHIFT-B,2025-03-01,-1,1,completed
PEV-2025-03-000130,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T20:30:00-03:00,2025-03-01T21:00:00-03:00,SHIFT-B,2025-03-01,78,2,completed
PEV-2025-03-000131,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T21:00:00-03:00,2025-03-01T21:30:00-03:00,SHIFT-B,2025-03-01,129,3,completed
PEV-2025-03-000132,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T21:30:00-03:00,2025-03-01T22:00:00-03:00,SHIFT-B,2025-03-01,86,3,completed
PEV-2025-03-000133,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T22:00:00-03:00,2025-03-01T22:30:00-03:00,SHIFT-C,2025-03-01,79,1,completed
PEV-2025-03-000134,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T22:30:00-03:00,2025-03-01T23:00:00-03:00,SHIFT-C,2025-03-01,136,1,completed
PEV-2025-03-000135,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T23:00:00-03:00,2025-03-01T23:30:00-03:00,SHIFT-C,2025-03-01,78,2,completed
PEV-2025-03-000136,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T23:30:00-03:00,2025-03-02T00:00:00-03:00,SHIFT-C,2025-03-01,133,1,completed
PEV-2025-03-000137,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-02T00:00:00-03:00,2025-03-02T00:30:00-03:00,SHIFT-C,2025-03-01,72,1,completed
PEV-2025-03-000138,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-02T00:30:00-03:00,2025-03-02T01:00:00-03:00,SHIFT-C,2025-03-01,96,2,completed
PEV-2025-03-000139,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-02T01:00:00-03:00,2025-03-02T01:30:00-03:00,SHIFT-C,2025-03-01,104,3,completed
PEV-2025-03-000140,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-02T01:30:00-03:00,2025-03-02T02:00:00-03:00,SHIFT-C,2025-03-01,108,3,completed
PEV-2025-03-000141,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-02T10:00:00-03:00,2025-03-02T10:30:00-03:00,SHIFT-A,2025-03-02,116,1,completed
PEV-2025-03-000142,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-02T10:30:00-03:00,2025-03-02T11:00:00-03:00,SHIFT-A,2025-03-02,119,3,completed
PEV-2025-03-000143,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-02T11:00:00-03:00,2025-03-02T11:30:00-03:00,SHIFT-A,2025-03-02,89,2,completed
PEV-2025-03-000144,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-999,2025-03-02T11:30:00-03:00,2025-03-02T12:00:00-03:00,SHIFT-A,2025-03-02,123,2,completed
PEV-2025-03-000145,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-02T12:00:00-03:00,2025-03-02T12:30:00-03:00,SHIFT-A,2025-03-02,80,3,completed
PEV-2025-03-000146,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-02T12:30:00-03:00,2025-03-02T13:00:00-03:00,SHIFT-A,2025-03-02,92,3,completed
PEV-2025-03-000147,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-02T13:00:00-03:00,2025-03-02T13:30:00-03:00,SHIFT-A,2025-03-02,117,1,completed
PEV-2025-03-000148,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-02T13:30:00-03:00,2025-03-02T14:00:00-03:00,SHIFT-A,2025-03-02,73,1,completed
PEV-2025-03-000149,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-02T14:00:00-03:00,2025-03-02T14:30:00-03:00,SHIFT-B,2025-03-02,117,2,completed
PEV-2025-03-000150,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-02T14:30:00-03:00,2025-03-02T15:00:00-03:00,SHIFT-B,2025-03-02,82,3,completed
PEV-2025-03-000116,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T13:30:00-03:00,2025-03-01T14:00:00-03:00,SHIFT-A,2025-03-01,121,1,completed
