event_id,production_order_id,batch_id,product_id,line_id,machine_id,event_started_at,event_ended_at,shift,shift_business_date,quantity_produced,quantity_rejected,status
PEV-2025-11-000528,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-04T19:30:00-03:00,2025-11-04T20:00:00-03:00,SHIFT-B,2025-11-04,116,1,completed
PEV-2025-11-000529,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-04T20:00:00-03:00,2025-11-04T20:30:00-03:00,SHIFT-B,2025-11-04,124,2,completed
PEV-2025-11-000530,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-04T20:30:00-03:00,2025-11-04T21:00:00-03:00,SHIFT-B,2025-11-04,115,2,completed
PEV-2025-11-000531,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-04T21:00:00-03:00,2025-11-04T21:30:00-03:00,SHIFT-B,2025-11-04,102,2,completed
PEV-2025-11-000532,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-04T21:30:00-03:00,2025-11-04T22:00:00-03:00,SHIFT-B,2025-11-04,-1,3,completed
PEV-2025-11-000533,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-04T22:00:00-03:00,2025-11-04T22:30:00-03:00,SHIFT-C,2025-11-04,105,1,completed
PEV-2025-11-000534,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-04T22:30:00-03:00,2025-11-04T23:00:00-03:00,SHIFT-C,2025-11-04,79,2,completed
PEV-2025-11-000535,PO-2025-999999,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-04T23:00:00-03:00,2025-11-04T23:30:00-03:00,SHIFT-C,2025-11-04,105,1,completed
PEV-2025-11-000536,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-04T23:30:00-03:00,2025-11-05T00:00:00-03:00,SHIFT-C,2025-11-04,98,3,completed
PEV-2025-11-000537,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-05T00:00:00-03:00,2025-11-05T00:30:00-03:00,SHIFT-C,2025-11-04,86,2,completed
PEV-2025-11-000538,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-05T00:30:00-03:00,2025-11-05T01:00:00-03:00,SHIFT-C,2025-11-04,110,3,completed
PEV-2025-11-000539,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-05T01:00:00-03:00,2025-11-05T01:30:00-03:00,SHIFT-C,2025-11-04,83,1,completed
PEV-2025-11-000540,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-05T01:30:00-03:00,2025-11-05T02:00:00-03:00,SHIFT-C,2025-11-04,76,1,completed
PEV-2025-11-000541,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-05T02:00:00-03:00,2025-11-05T02:30:00-03:00,SHIFT-C,2025-11-04,135,3,completed
PEV-2025-11-000542,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-05T02:30:00-03:00,2025-11-05T03:00:00-03:00,SHIFT-C,2025-11-04,113,3,completed
PEV-2025-11-000543,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-05T03:00:00-03:00,2025-11-05T03:30:00-03:00,SHIFT-C,2025-11-04,114,2,completed
PEV-2025-11-000544,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-05T03:30:00-03:00,2025-11-05T04:00:00-03:00,SHIFT-C,2025-11-04,72,3,completed
PEV-2025-11-000545,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-05T04:00:00-03:00,2025-11-05T04:30:00-03:00,SHIFT-C,2025-11-04,78,2,completed
PEV-2025-11-000546,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-05T04:30:00-03:00,2025-11-05T05:00:00-03:00,SHIFT-C,2025-11-04,71,1,completed
PEV-2025-11-000547,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-05T05:00:00-03:00,2025-11-05T05:30:00-03:00,SHIFT-C,2025-11-04,85,3,completed
PEV-2025-11-000548,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-05T05:30:00-03:00,2025-11-05T06:00:00-03:00,SHIFT-C,2025-11-04,90,1,completed
PEV-2025-11-000549,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-05T06:00:00-03:00,2025-11-05T06:30:00-03:00,SHIFT-A,2025-11-05,132,2,completed
PEV-2025-11-000550,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-05T06:30:00-03:00,2025-11-05T07:00:00-03:00,SHIFT-A,2025-11-05,115,1,completed
PEV-2025-11-000542,PO-2025-000011,LOT-2025-000011,PRD-002,LINE-03,MCH-012,2025-11-05T02:30:00-03:00,2025-11-05T03:00:00-03:00,SHIFT-C,2025-11-04,113,3,completed
