event_id,production_order_id,batch_id,product_id,line_id,machine_id,event_started_at,event_ended_at,shift,shift_business_date,quantity_produced,quantity_rejected,status
PEV-2025-02-000086,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T23:30:00-03:00,2025-02-09T00:00:00-03:00,SHIFT-C,2025-02-08,137,1,completed
bad-event,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-09T00:00:00-03:00,2025-02-09T00:30:00-03:00,SHIFT-C,2025-02-08,100,1,completed
PEV-2025-02-000088,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-09T00:30:00-03:00,2025-02-09T01:00:00-03:00,SHIFT-C,2025-02-08,116,1,completed
PEV-2025-02-000089,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-09T01:00:00-03:00,2025-02-09T01:30:00-03:00,SHIFT-C,2025-02-08,95,3,completed
PEV-2025-02-000090,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-09T01:30:00-03:00,2025-02-09T02:00:00-03:00,SHIFT-C,2025-02-08,110,1,completed
PEV-2025-02-000091,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-09T02:00:00-03:00,2025-02-09T02:30:00-03:00,SHIFT-C,2025-02-08,104,3,completed
PEV-2025-02-000092,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-09T02:30:00-03:00,2025-02-09T03:00:00-03:00,SHIFT-C,2025-02-08,116,3,completed
PEV-2025-02-000093,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-09T03:00:00-03:00,2025-02-09T03:30:00-03:00,SHIFT-C,2025-02-08,114,3,completed
PEV-2025-02-000094,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-09T03:30:00-03:00,2025-02-09T04:00:00-03:00,SHIFT-C,2025-02-08,127,1,completed
PEV-2025-02-000095,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-09T04:00:00-03:00,2025-02-09T04:30:00-03:00,SHIFT-C,2025-02-08,117,3,completed
PEV-2025-02-000096,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-09T04:30:00-03:00,2025-02-09T05:00:00-03:00,SHIFT-C,2025-02-08,134,2,completed
PEV-2025-02-000097,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-09T05:00:00-03:00,2025-02-09T05:30:00-03:00,SHIFT-C,2025-02-08,66,2,completed
PEV-2025-02-000098,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-09T05:30:00-03:00,2025-02-09T06:00:00-03:00,SHIFT-C,2025-02-08,98,1,completed
PEV-2025-02-000099,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-09T06:00:00-03:00,2025-02-09T06:30:00-03:00,SHIFT-A,2025-02-09,66,1,completed
PEV-2025-02-000100,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-09T06:30:00-03:00,2025-02-09T07:00:00-03:00,SHIFT-A,2025-02-09,81,1,completed
PEV-2025-02-000100,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-09T06:30:00-03:00,2025-02-09T07:00:00-03:00,SHIFT-A,2025-02-09,81,1,completed
